house,sale_id,lot_id,lot_number,raw_width,raw_height,purpose
kuenker,428,736757,1778,2000,1084,kuenker_wallclock
kuenker,428,736769,1783,2000,1082,kuenker_wallclock
kuenker,428,736782,1789,2000,1061,kuenker_wallclock
kuenker,428,736794,1795,2000,1086,kuenker_wallclock
kuenker,428,736808,1801,2000,1087,kuenker_wallclock
kuenker,428,736821,1807,2000,1061,kuenker_wallclock
kuenker,428,736831,1812,2000,1082,kuenker_wallclock
kuenker,428,736844,1818,2000,1084,kuenker_wallclock
kuenker,428,736857,1824,2000,1085,kuenker_wallclock
kuenker,428,736870,1830,2000,1063,kuenker_wallclock
kuenker,428,736882,1836,2000,1088,kuenker_wallclock
kuenker,428,736893,1841,2000,1082,kuenker_wallclock
kuenker,428,736907,1847,2000,1087,kuenker_wallclock
kuenker,428,736919,1853,2000,1060,kuenker_wallclock
kuenker,428,736934,1859,2000,1062,kuenker_wallclock
kuenker,428,736946,1865,2000,1062,kuenker_wallclock
kuenker,428,736957,1870,2000,1086,kuenker_wallclock
kuenker,428,736971,1876,2000,1073,kuenker_wallclock
kuenker,428,736984,1882,2000,1062,kuenker_wallclock
kuenker,428,736997,1888,2000,1062,kuenker_wallclock
kuenker,428,737010,1894,2000,1083,kuenker_wallclock
kuenker,428,737021,1899,2000,1062,kuenker_wallclock
kuenker,428,737035,1905,2000,1062,kuenker_wallclock
kuenker,428,737048,1911,2000,1073,kuenker_wallclock
kuenker,428,737062,1917,2000,1062,kuenker_wallclock
kuenker,428,737074,1923,1642,908,kuenker_wallclock
kuenker,428,737084,1928,1636,902,kuenker_wallclock
kuenker,428,737096,1934,1638,904,kuenker_wallclock
kuenker,428,737108,1940,1432,802,kuenker_wallclock
kuenker,428,737119,1946,1424,798,kuenker_wallclock
kuenker,428,737130,1952,1637,904,kuenker_wallclock
kuenker,428,737143,1958,1642,907,kuenker_wallclock
kuenker,428,737153,1963,1648,908,kuenker_wallclock
kuenker,428,737165,1969,1644,909,kuenker_wallclock
kuenker,428,737177,1975,1416,796,kuenker_wallclock
kuenker,428,737188,1981,1644,908,kuenker_wallclock
kuenker,428,737200,1987,1427,800,kuenker_wallclock
kuenker,428,737210,1992,1252,712,kuenker_wallclock
kuenker,428,737221,1998,1256,712,kuenker_wallclock
kuenker,428,737234,2004,1638,904,kuenker_wallclock
kuenker,428,737246,2010,1642,908,kuenker_wallclock
kuenker,428,737257,2016,1426,800,kuenker_wallclock
kuenker,428,737267,2021,1423,796,kuenker_wallclock
kuenker,428,737279,2027,1425,798,kuenker_wallclock
kuenker,428,737291,2033,1663,918,kuenker_wallclock
kuenker,428,737302,2039,1453,815,kuenker_wallclock
kuenker,428,737314,2045,1637,904,kuenker_wallclock
kuenker,428,737324,2050,1425,800,kuenker_wallclock
kuenker,428,737336,2056,1423,798,kuenker_wallclock
kuenker,428,737347,2062,1635,904,kuenker_wallclock
kuenker,428,737360,2068,1639,904,kuenker_wallclock
kuenker,428,737371,2074,1638,905,kuenker_wallclock
kuenker,428,737381,2079,1657,923,kuenker_wallclock
kuenker,428,737393,2085,1250,712,kuenker_wallclock
kuenker,428,737405,2091,1422,796,kuenker_wallclock
kuenker,428,737418,2097,1616,895,kuenker_wallclock
kuenker,428,737430,2103,1745,964,kuenker_wallclock
kuenker,428,737440,2108,2000,1065,kuenker_wallclock
kuenker,428,737454,2114,2000,1066,kuenker_wallclock
kuenker,428,737467,2120,2000,1083,kuenker_wallclock
kuenker,428,737478,2126,1754,964,kuenker_wallclock
kuenker,428,737491,2132,1681,931,kuenker_wallclock
kuenker,428,737501,2137,2000,1078,kuenker_wallclock
kuenker,428,737515,2143,2000,1078,kuenker_wallclock
kuenker,428,737527,2149,1712,942,kuenker_wallclock
kuenker,428,737539,2155,2000,1088,kuenker_wallclock
kuenker,428,737552,2161,2000,1073,kuenker_wallclock
