house,sale_id,lot_id,lot_number,w,h,outcome_changed,binary_iou,alpha_iou,control.ndets,control.hough,control.blobs_post_close,control.bboxes,control.sliver_pairs,control.sliver_contour_px,control.sliver_contour_frac,control.sliver_circle_px,control.sliver_circle_frac,control.sliverd3_pairs,control.sliverd3_contour_px,control.sliverd3_contour_frac,control.sliverd3_circle_px,control.sliverd3_circle_frac,auto.ndets,auto.hough,auto.blobs_post_close,auto.bboxes,auto.sliver_pairs,auto.sliver_contour_px,auto.sliver_contour_frac,auto.sliver_circle_px,auto.sliver_circle_frac,auto.sliverd3_pairs,auto.sliverd3_contour_px,auto.sliverd3_contour_frac,auto.sliverd3_circle_px,auto.sliverd3_circle_frac
cng_feature,Auction 91,737067,215681,500,244,1,0.84781,0.92176,2,1,1,"0,0,248,244;257,0,243,244",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,6,248,238;7,15,225,226",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737079,215687,500,255,1,0.76264,0.84931,2,1,1,"0,0,265,255;241,0,258,246",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,3,252,248;258,5,242,250",2,0,0.0,0,0.0,2,0,0.0,70,0.00148
cng_feature,Auction 91,737091,215693,500,240,1,0.84993,0.86166,2,1,1,"19,0,244,237;235,0,264,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"8,6,240,229;254,5,246,235",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737103,215699,500,244,1,0.83809,0.852,2,1,1,"0,0,244,244;238,0,250,239",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"251,0,249,244;0,7,245,232",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737116,215705,500,240,1,0.85299,0.94016,2,1,1,"0,0,255,240;238,0,262,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"256,3,244,237;0,3,249,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737129,215711,500,248,1,0.82208,0.88664,2,1,1,"0,0,257,248;243,0,257,248",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"256,0,244,248;0,3,248,242",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737142,215718,500,237,1,0.81197,0.94697,2,1,1,"0,0,260,237;243,0,257,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"253,0,247,237;0,0,247,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737154,215724,500,228,1,0.83886,0.91742,2,1,1,"0,0,245,228;248,0,252,228",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,247,228;262,1,235,227",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737166,215730,500,234,1,0.85051,0.86052,2,1,1,"0,0,239,234;242,0,250,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,3,247,231;253,0,247,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737179,215736,500,243,1,0.83829,0.84889,2,1,1,"0,6,242,237;257,0,243,243",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,244,243;258,8,232,232",2,0,0.0,0,0.0,2,0,0.0,0,0.0
