id,side,off_value,off_bg_type,on_value,on_bg_type,ring_truth,off_err,on_err,off_thresh,on_thresh,crosses_110,value_changed
755600,full,31.961,dark,75.0,dark,77.885,-45.924,-2.885,BINARY,BINARY,False,True
755601,full,28.776,dark,75.0,dark,77.885,-49.109,-2.885,BINARY,BINARY,False,True
755602,full,30.445,dark,75.0,dark,77.885,-47.44,-2.885,BINARY,BINARY,False,True
755603,full,28.809,dark,75.0,dark,77.885,-49.076,-2.885,BINARY,BINARY,False,True
755604,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755605,full,28.998,dark,75.0,dark,77.885,-48.887,-2.885,BINARY,BINARY,False,True
755606,full,33.288,dark,75.0,dark,77.885,-44.597,-2.885,BINARY,BINARY,False,True
755607,full,27.638,dark,75.0,dark,77.885,-50.248,-2.885,BINARY,BINARY,False,True
755608,full,31.47,dark,75.0,dark,77.885,-46.415,-2.885,BINARY,BINARY,False,True
755609,full,30.338,dark,75.0,dark,77.885,-47.547,-2.885,BINARY,BINARY,False,True
755610,full,30.893,dark,75.0,dark,77.885,-46.992,-2.885,BINARY,BINARY,False,True
755611,full,30.044,dark,75.0,dark,77.885,-47.841,-2.885,BINARY,BINARY,False,True
755612,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755613,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755614,full,214.197,light,75.0,dark,77.885,136.312,-2.885,INV,BINARY,True,True
755615,full,33.303,dark,75.0,dark,77.885,-44.582,-2.885,BINARY,BINARY,False,True
755616,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755617,full,217.257,light,75.0,dark,77.885,139.372,-2.885,INV,BINARY,True,True
755618,full,213.653,light,75.0,dark,77.885,135.768,-2.885,INV,BINARY,True,True
755619,full,224.921,light,75.0,dark,77.885,147.036,-2.885,INV,BINARY,True,True
755620,full,30.43,dark,75.0,dark,77.885,-47.455,-2.885,BINARY,BINARY,False,True
755621,full,32.226,dark,75.0,dark,77.885,-45.659,-2.885,BINARY,BINARY,False,True
755622,full,28.869,dark,75.0,dark,77.885,-49.016,-2.885,BINARY,BINARY,False,True
755624,full,28.932,dark,75.0,dark,77.885,-48.953,-2.885,BINARY,BINARY,False,True
755625,full,32.775,dark,75.0,dark,77.885,-45.11,-2.885,BINARY,BINARY,False,True
755626,full,32.374,dark,75.0,dark,77.885,-45.511,-2.885,BINARY,BINARY,False,True
755627,full,30.232,dark,75.0,dark,77.885,-47.653,-2.885,BINARY,BINARY,False,True
755628,full,30.122,dark,75.0,dark,77.885,-47.763,-2.885,BINARY,BINARY,False,True
755630,full,31.297,dark,75.0,dark,77.885,-46.588,-2.885,BINARY,BINARY,False,True
755631,full,32.341,dark,75.0,dark,77.885,-45.544,-2.885,BINARY,BINARY,False,True
755632,full,31.617,dark,75.0,dark,77.885,-46.268,-2.885,BINARY,BINARY,False,True
755634,full,32.829,dark,75.0,dark,77.885,-45.056,-2.885,BINARY,BINARY,False,True
755635,full,30.702,dark,75.0,dark,77.885,-47.183,-2.885,BINARY,BINARY,False,True
755636,full,32.069,dark,75.0,dark,77.885,-45.816,-2.885,BINARY,BINARY,False,True
755637,full,31.014,dark,75.0,dark,77.885,-46.871,-2.885,BINARY,BINARY,False,True
755638,full,29.719,dark,75.0,dark,77.885,-48.167,-2.885,BINARY,BINARY,False,True
755639,full,30.89,dark,75.0,dark,77.885,-46.995,-2.885,BINARY,BINARY,False,True
755640,full,31.427,dark,75.0,dark,77.885,-46.458,-2.885,BINARY,BINARY,False,True
755641,full,29.876,dark,75.0,dark,77.885,-48.009,-2.885,BINARY,BINARY,False,True
755642,full,31.694,dark,75.0,dark,77.885,-46.191,-2.885,BINARY,BINARY,False,True
755643,full,30.444,dark,75.0,dark,77.885,-47.441,-2.885,BINARY,BINARY,False,True
755644,full,32.906,dark,75.0,dark,77.885,-44.979,-2.885,BINARY,BINARY,False,True
755645,full,31.138,dark,75.0,dark,77.885,-46.747,-2.885,BINARY,BINARY,False,True
755653,full,29.534,dark,75.0,dark,77.885,-48.351,-2.885,BINARY,BINARY,False,True
755654,full,214.608,light,75.0,dark,77.885,136.723,-2.885,INV,BINARY,True,True
755656,full,32.032,dark,75.0,dark,77.885,-45.853,-2.885,BINARY,BINARY,False,True
